,nomeProposicao,idProposicao,partidoAutor,DataApresentacao,Ano,Administração e Políticas Públicas,Desenvolvimento Social e Urbano,Direitos e Justiça,Economia e Desenvolvimento Sustentável,Infraestrutura e Gestão de Recursos,VirouLei,Influencia,Aliado,Oposição,Partido_Pres_Cam,PPC_igual_partidoAutor
3857,PL 6730/2016,2121492,PSB,2016-12-15,2016,1,0,0,0,0,0,643.274.853.801.169,1,0,DEM,0
3858,PL 6739/2016,2121519,PT,2016-12-15,2016,1,0,1,0,0,0,1.130.604.288.499.020,1,0,DEM,0
3859,PL 6731/2016,2121493,PSB,2016-12-15,2016,0,0,1,0,0,0,643.274.853.801.169,1,0,DEM,0
3860,PL 6742/2016,2121553,PROS,2016-12-15,2016,0,1,0,0,0,0,116.959.064.327.485,1,0,DEM,0
3861,PL 6737/2016,2121517,PT,2016-12-15,2016,1,0,0,1,0,0,1.130.604.288.499.020,1,0,DEM,0
3862,PL 6734/2016,2121513,PTN,2016-12-15,2016,0,0,1,0,0,0,123.456.790.123.456,0,1,DEM,0
3863,PL 6757/2016,2121775,PTB,2016-12-19,2016,0,1,0,0,0,0,480.831.708.901.884,0,0,DEM,0
3864,PL 6775/2016,2121931,PP,2016-12-20,2016,0,1,0,1,0,0,480.831.708.901.884,0,0,DEM,0
3865,PL 6771/2016,2121919,DEM,2016-12-20,2016,0,1,0,0,0,0,545.808.966.861.598,0,1,DEM,1
3866,PL 6774/2016,2121924,PT,2016-12-20,2016,0,0,1,0,0,0,1.130.604.288.499.020,1,0,DEM,0
3867,PL 6784/2016,2122006,PMDB,2016-12-21,2016,0,1,0,0,0,0,67.251.461.988.304,1,0,DEM,0
3868,PL 6799/2017,2122656,PR,2017-02-02,2017,0,1,0,0,0,0,72.265.625,1,0,DEM,0
3869,PL 6796/2017,2122653,PR,2017-02-02,2017,1,1,0,0,1,0,72.265.625,1,0,DEM,0
3870,PL 6797/2017,2122654,PR,2017-02-02,2017,0,0,0,1,0,0,72.265.625,1,0,DEM,0
3871,PL 6795/2017,2122645,PMDB,2017-02-02,2017,1,0,0,0,1,0,1.171.875,1,0,DEM,0
3872,PL 6811/2017,2122673,PSB,2017-02-02,2017,0,0,1,0,0,0,625,1,0,DEM,0
3873,PL 6810/2017,2122671,PSB,2017-02-02,2017,0,1,0,1,0,0,625,1,0,DEM,0
3874,PL 6808/2017,2122665,PV,2017-02-02,2017,0,1,0,0,0,0,1.171.875,0,0,DEM,0
3875,PL 6790/2017,2122638,DEM,2017-02-02,2017,1,0,0,0,0,0,5.859.375,0,1,DEM,1
3876,PL 6809/2017,2122667,PMDB,2017-02-02,2017,0,1,0,1,0,1,1.171.875,1,0,DEM,0
3877,PL 6815/2017,2122783,PMDB,2017-02-06,2017,1,0,0,0,1,0,1.171.875,1,0,DEM,0
3878,PL 6823/2017,2122912,PSD,2017-02-07,2017,0,1,0,0,0,0,7.421.875,1,0,DEM,0
3879,PL 6826/2017,2122919,PTB,2017-02-07,2017,0,1,1,0,0,0,1.220.703.125,0,0,DEM,0
3880,PL 6829/2017,2122936,PMDB,2017-02-07,2017,0,1,1,0,0,0,1.171.875,1,0,DEM,0
3881,PL 6822/2017,2122911,PSD,2017-02-07,2017,0,0,1,0,0,0,7.421.875,1,0,DEM,0
3882,PL 6820/2017,2122909,PMDB,2017-02-07,2017,1,0,0,0,0,0,1.171.875,1,0,DEM,0
3883,PL 6836/2017,2122955,PT,2017-02-07,2017,0,1,0,0,0,0,111.328.125,1,0,DEM,0
3884,PL 6818/2017,2122907,PMDB,2017-02-07,2017,0,0,1,0,0,0,1.171.875,1,0,DEM,0
3885,PL 6819/2017,2122908,PMDB,2017-02-07,2017,0,0,1,0,0,0,1.171.875,1,0,DEM,0
3886,PL 6854/2017,2123102,PSD,2017-02-08,2017,0,0,1,0,0,0,7.421.875,1,0,DEM,0
3887,PL 6855/2017,2123103,PSD,2017-02-08,2017,0,0,1,1,0,0,7.421.875,1,0,DEM,0
3888,PL 6856/2017,2123104,PSD,2017-02-08,2017,1,0,1,0,1,0,7.421.875,1,0,DEM,0
3889,PL 6857/2017,2123105,PSD,2017-02-08,2017,1,0,0,1,0,0,7.421.875,1,0,DEM,0
3890,PL 6860/2017,2123110,PSD,2017-02-08,2017,0,1,1,0,0,0,7.421.875,1,0,DEM,0
3891,PL 6849/2017,2123085,PP,2017-02-08,2017,0,1,0,1,0,0,5.078.125,0,0,DEM,0
3892,PL 6850/2017,2123086,PP,2017-02-08,2017,0,1,0,0,0,0,5.078.125,0,0,DEM,0
3893,PL 6847/2017,2123079,PSD,2017-02-08,2017,0,1,0,0,0,0,7.421.875,1,0,DEM,0
3894,PL 6845/2017,2123063,PR,2017-02-08,2017,0,1,0,0,0,0,72.265.625,1,0,DEM,0
3895,PL 6843/2017,2123058,PSC,2017-02-08,2017,0,0,1,0,0,0,21.484.375,1,0,DEM,0
3896,PL 6841/2017,2123054,PCDOB,2017-02-08,2017,0,1,1,0,0,0,234.375,1,0,DEM,0
3897,PL 6842/2017,2123055,PCDOB,2017-02-08,2017,0,1,0,1,0,0,234.375,1,0,DEM,0
3898,PL 6877/2017,2123209,PSD,2017-02-09,2017,0,0,0,1,0,0,7.421.875,1,0,DEM,0
3899,PL 6878/2017,2123222,PDT,2017-02-09,2017,0,0,0,1,1,0,41.015.625,1,0,DEM,0
3900,PL 6879/2017,2123223,PDT,2017-02-09,2017,0,1,0,1,1,0,41.015.625,1,0,DEM,0
3901,PL 6874/2017,2123206,PDT,2017-02-09,2017,0,1,0,0,0,1,41.015.625,1,0,DEM,0
3902,PL 6872/2017,2123196,PMDB,2017-02-09,2017,0,0,1,0,0,0,1.171.875,1,0,DEM,0
3903,PL 6867/2017,2123158,PR,2017-02-09,2017,1,1,1,0,0,0,72.265.625,1,0,DEM,0
3904,PL 6861/2017,2123119,PSC,2017-02-09,2017,0,0,0,1,0,0,21.484.375,1,0,DEM,0
3905,PL 6862/2017,2123135,PMDB,2017-02-09,2017,0,0,1,0,0,0,1.171.875,1,0,DEM,0
3906,PL 6866/2017,2123156,PR,2017-02-09,2017,0,0,0,1,1,0,72.265.625,1,0,DEM,0
3907,PL 6901/2017,2123644,PSDB,2017-02-14,2017,0,0,0,1,0,1,91.796.875,0,1,DEM,0
3908,PL 6886/2017,2123503,SD,2017-02-14,2017,1,0,0,0,0,0,2.734.375,1,0,DEM,0
3909,PL 6888/2017,2123517,PMDB,2017-02-14,2017,0,0,1,0,0,0,1.171.875,1,0,DEM,0
3910,PL 6889/2017,2123524,PR,2017-02-14,2017,0,1,0,0,0,0,72.265.625,1,0,DEM,0
3911,PL 6891/2017,2123542,PR,2017-02-14,2017,1,0,0,0,0,0,72.265.625,1,0,DEM,0
3912,PL 6893/2017,2123584,PR,2017-02-14,2017,0,1,0,0,0,0,72.265.625,1,0,DEM,0
3913,PL 6900/2017,2123643,DEM,2017-02-14,2017,0,0,0,1,0,1,5.859.375,0,1,DEM,1
3914,PL 6926/2017,2123800,PT,2017-02-15,2017,0,0,1,0,0,0,111.328.125,1,0,DEM,0
3915,PL 6924/2017,2123794,PPS,2017-02-15,2017,0,1,1,0,0,0,17.578.125,0,1,DEM,0
3916,PL 6927/2017,2123804,PSB,2017-02-15,2017,1,0,0,0,0,0,625,1,0,DEM,0
3917,PL 6932/2017,2123812,DEM,2017-02-15,2017,1,0,1,0,1,0,5.859.375,0,1,DEM,1
3918,PL 6925/2017,2123795,SD,2017-02-15,2017,0,0,0,1,0,1,2.734.375,1,0,DEM,0
3919,PL 6922/2017,2123788,PSDB,2017-02-15,2017,0,0,1,0,0,0,91.796.875,0,1,DEM,0
3920,PL 6920/2017,2123785,PSDB,2017-02-15,2017,0,1,0,0,0,0,91.796.875,0,1,DEM,0
3921,PL 6912/2017,2123758,PV,2017-02-15,2017,0,0,0,1,0,1,1.171.875,0,0,DEM,0
3922,PL 6913/2017,2123759,PV,2017-02-15,2017,0,0,0,1,0,1,1.171.875,0,0,DEM,0
3923,PL 6919/2017,2123782,PR,2017-02-15,2017,0,0,1,0,0,0,72.265.625,1,0,DEM,0
3924,PL 6951/2017,2123938,PDT,2017-02-16,2017,0,0,0,1,0,0,41.015.625,1,0,DEM,0
3925,PL 6952/2017,2123947,PDT,2017-02-16,2017,0,1,0,1,0,0,41.015.625,1,0,DEM,0
3926,PL 6971/2017,2124069,REPUBLICANOS,2017-02-20,2017,0,0,1,0,0,0,4.296.875,1,0,DEM,0
3927,PL 6972/2017,2124070,PR,2017-02-20,2017,0,1,1,0,0,0,72.265.625,1,0,DEM,0
3928,PL 6966/2017,2124056,PSDB,2017-02-20,2017,0,1,0,0,0,0,91.796.875,0,1,DEM,0
3929,PL 6958/2017,2124026,PSD,2017-02-20,2017,0,1,0,0,0,0,7.421.875,1,0,DEM,0
3930,PL 6967/2017,2124057,PR,2017-02-20,2017,1,0,0,0,0,0,72.265.625,1,0,DEM,0
3931,PL 6956/2017,2124009,REPUBLICANOS,2017-02-20,2017,1,0,0,0,0,0,4.296.875,1,0,DEM,0
3932,PL 6983/2017,2124254,PMDB,2017-02-21,2017,1,0,0,0,0,0,1.171.875,1,0,DEM,0
3933,PL 6973/2017,2124165,PMDB,2017-02-21,2017,0,1,0,0,0,0,1.171.875,1,0,DEM,0
3934,PL 6975/2017,2124182,SD,2017-02-21,2017,1,0,0,0,0,0,2.734.375,1,0,DEM,0
3935,PL 6976/2017,2124190,PR,2017-02-21,2017,0,1,0,0,0,0,72.265.625,1,0,DEM,0
3936,PL 6978/2017,2124197,PT,2017-02-21,2017,1,0,0,1,0,0,111.328.125,1,0,DEM,0
3937,PL 7005/2017,2124419,PMDB,2017-02-22,2017,0,0,1,0,0,0,1.171.875,1,0,DEM,0
3938,PL 6989/2017,2124329,PROS,2017-02-22,2017,1,0,1,0,1,0,1.220.703.125,1,0,DEM,0
3939,PL 6990/2017,2124335,PCDOB,2017-02-22,2017,0,0,1,0,0,0,234.375,1,0,DEM,0
3940,PL 6992/2017,2124358,PP,2017-02-22,2017,0,1,0,0,0,0,5.078.125,0,0,DEM,0
3941,PL 6994/2017,2124360,PP,2017-02-22,2017,0,0,1,0,0,0,5.078.125,0,0,DEM,0
3942,PL 7001/2017,2124401,PR,2017-02-22,2017,0,0,1,1,0,0,72.265.625,1,0,DEM,0
3943,PL 7018/2017,2124615,PDT,2017-03-07,2017,0,0,1,0,0,0,41.015.625,1,0,DEM,0
3944,PL 7024/2017,2124643,PT,2017-03-07,2017,0,0,1,0,0,0,111.328.125,1,0,DEM,0
3945,PL 7031/2017,2124670,PT,2017-03-07,2017,0,0,1,0,0,0,111.328.125,1,0,DEM,0
3946,PL 7012/2017,2124577,PR,2017-03-07,2017,0,0,0,1,0,0,72.265.625,1,0,DEM,0
3947,PL 7035/2017,2124675,PR,2017-03-07,2017,0,0,1,0,0,0,72.265.625,1,0,DEM,0
3948,PL 7008/2017,2124543,PRP,2017-03-07,2017,0,1,0,0,0,0,1.220.703.125,0,0,DEM,0
3949,PL 7010/2017,2124566,PSB,2017-03-07,2017,0,0,1,0,0,0,625,1,0,DEM,0
3950,PL 7040/2017,2124711,PP,2017-03-08,2017,0,1,0,0,0,0,5.078.125,0,0,DEM,0
3951,PL 7037/2017,2124685,PT,2017-03-08,2017,0,0,1,0,0,0,111.328.125,1,0,DEM,0
3952,PL 7038/2017,2124709,PP,2017-03-08,2017,0,1,1,0,0,0,5.078.125,0,0,DEM,0
3953,PL 7039/2017,2124710,PP,2017-03-08,2017,0,1,0,0,0,0,5.078.125,0,0,DEM,0
3954,PL 7044/2017,2124747,PMDB,2017-03-08,2017,0,0,1,0,0,0,1.171.875,1,0,DEM,0
3955,PL 7049/2017,2124759,PMDB,2017-03-08,2017,0,0,1,1,0,0,1.171.875,1,0,DEM,0
3956,PL 7047/2017,2124756,PMDB,2017-03-08,2017,0,0,1,0,0,0,1.171.875,1,0,DEM,0
3957,PL 7051/2017,2124783,PT,2017-03-08,2017,0,0,1,0,0,0,111.328.125,1,0,DEM,0
3958,PL 7054/2017,2124811,PSD,2017-03-08,2017,0,1,0,0,0,0,7.421.875,1,0,DEM,0
3959,PL 7064/2017,2124889,PTB,2017-03-08,2017,1,0,0,0,0,1,1.220.703.125,0,0,DEM,0
3960,PL 7079/2017,2125011,PT,2017-03-09,2017,0,1,0,0,0,0,111.328.125,1,0,DEM,0
3961,PL 7075/2017,2124983,DEM,2017-03-09,2017,1,0,1,0,0,0,5.859.375,0,1,DEM,1
3962,PL 7073/2017,2124973,PSDB,2017-03-09,2017,0,0,1,0,0,0,91.796.875,0,1,DEM,0
3963,PL 7069/2017,2124938,PR,2017-03-09,2017,1,0,0,0,0,0,72.265.625,1,0,DEM,0
3964,PL 7072/2017,2124972,PSDB,2017-03-09,2017,0,0,1,0,0,0,91.796.875,0,1,DEM,0
3965,PL 7067/2017,2124913,PSD,2017-03-09,2017,1,0,0,0,0,0,7.421.875,1,0,DEM,0
3966,PL 7081/2017,2125079,PR,2017-03-10,2017,0,1,0,0,0,0,72.265.625,1,0,DEM,0
3967,PL 7082/2017,2125189,PP,2017-03-13,2017,1,1,0,0,0,1,5.078.125,0,0,DEM,0
3968,PL 7088/2017,2125270,PSD,2017-03-14,2017,0,0,0,1,0,0,7.421.875,1,0,DEM,0
3969,PL 7105/2017,2125400,PSB,2017-03-14,2017,0,1,1,0,0,0,625,1,0,DEM,0
3970,PL 7086/2017,2125251,PTB,2017-03-14,2017,0,0,1,0,0,0,1.220.703.125,0,0,DEM,0
3971,PL 7085/2017,2125250,PTB,2017-03-14,2017,0,1,0,0,0,0,1.220.703.125,0,0,DEM,0
3972,PL 7089/2017,2125271,PSD,2017-03-14,2017,1,1,0,0,1,0,7.421.875,1,0,DEM,0
3973,PL 7091/2017,2125274,PSDB,2017-03-14,2017,0,0,0,1,0,0,91.796.875,0,1,DEM,0
3974,PL 7090/2017,2125273,PSDB,2017-03-14,2017,0,0,1,1,0,0,91.796.875,0,1,DEM,0
3975,PL 7093/2017,2125308,PSDB,2017-03-14,2017,0,1,0,0,0,0,91.796.875,0,1,DEM,0
3976,PL 7097/2017,2125315,SD,2017-03-14,2017,0,1,0,1,0,0,2.734.375,1,0,DEM,0
3977,PL 7100/2017,2125353,PP,2017-03-14,2017,1,0,1,1,0,0,5.078.125,0,0,DEM,0
3978,PL 7103/2017,2125358,PP,2017-03-14,2017,0,1,1,0,0,0,5.078.125,0,0,DEM,0
3979,PL 7107/2017,2125432,PMDB,2017-03-15,2017,0,1,0,0,0,0,1.171.875,1,0,DEM,0
3980,PL 7106/2017,2125430,PMDB,2017-03-15,2017,1,0,0,0,0,0,1.171.875,1,0,DEM,0
3981,PL 7132/2017,2125691,PSB,2017-03-15,2017,0,0,1,0,0,0,625,1,0,DEM,0
3982,PL 7130/2017,2125666,DEM,2017-03-15,2017,1,0,1,0,1,0,5.859.375,0,1,DEM,1
3983,PL 7134/2017,2125734,PSDB,2017-03-15,2017,1,0,0,0,0,0,91.796.875,0,1,DEM,0
3984,PL 7126/2017,2125627,PP,2017-03-15,2017,0,1,0,0,0,1,5.078.125,0,0,DEM,0
3985,PL 7114/2017,2125569,PR,2017-03-15,2017,0,1,0,0,0,0,72.265.625,1,0,DEM,0
3986,PL 7119/2017,2125584,PMDB,2017-03-15,2017,0,0,1,0,0,1,1.171.875,1,0,DEM,0
3987,PL 7142/2017,2125879,DEM,2017-03-16,2017,0,1,1,0,0,0,5.859.375,0,1,DEM,1
3988,PL 7151/2017,2125889,DEM,2017-03-16,2017,0,0,0,1,0,0,5.859.375,0,1,DEM,1
3989,PL 7147/2017,2125884,DEM,2017-03-16,2017,0,1,0,0,0,0,5.859.375,0,1,DEM,1
3990,PL 7145/2017,2125882,DEM,2017-03-16,2017,0,0,0,1,0,0,5.859.375,0,1,DEM,1
3991,PL 7144/2017,2125881,DEM,2017-03-16,2017,1,1,0,0,0,0,5.859.375,0,1,DEM,1
3992,PL 7143/2017,2125880,DEM,2017-03-16,2017,1,0,0,1,0,0,5.859.375,0,1,DEM,1
3993,PL 7152/2017,2125890,DEM,2017-03-16,2017,0,1,0,1,0,0,5.859.375,0,1,DEM,1
3994,PL 7150/2017,2125888,DEM,2017-03-16,2017,0,0,1,0,0,0,5.859.375,0,1,DEM,1
3995,PL 7171/2017,2126180,PSC,2017-03-21,2017,0,1,0,0,0,0,21.484.375,1,0,DEM,0
3996,PL 7170/2017,2126178,PMDB,2017-03-21,2017,1,0,1,0,1,0,1.171.875,1,0,DEM,0
3997,PL 7173/2017,2126207,PSDB,2017-03-21,2017,0,0,0,1,0,0,91.796.875,0,1,DEM,0
3998,PL 7162/2017,2126144,SD,2017-03-21,2017,0,0,1,1,1,0,2.734.375,1,0,DEM,0
3999,PL 7166/2017,2126167,PP,2017-03-21,2017,0,0,1,0,0,0,5.078.125,0,0,DEM,0
4000,PL 7165/2017,2126166,PP,2017-03-21,2017,0,0,1,0,0,0,5.078.125,0,0,DEM,0
4001,PL 7199/2017,2126739,PSOL,2017-03-22,2017,0,1,0,1,0,0,1.171.875,0,1,DEM,0
4002,PL 7201/2017,2126794,REPUBLICANOS,2017-03-22,2017,0,1,0,0,0,0,4.296.875,1,0,DEM,0
4003,PL 7188/2017,2126455,PSDB,2017-03-22,2017,0,0,1,1,0,0,91.796.875,0,1,DEM,0
4004,PL 7185/2017,2126444,DEM,2017-03-22,2017,0,1,1,0,0,0,5.859.375,0,1,DEM,1
4005,PL 7191/2017,2126502,PSD,2017-03-22,2017,0,0,1,0,0,0,7.421.875,1,0,DEM,0
4006,PL 7209/2017,2126882,PMDB,2017-03-23,2017,0,0,1,1,0,0,1.171.875,1,0,DEM,0
4007,PL 7214/2017,2126924,PMDB,2017-03-23,2017,1,0,0,0,0,0,1.171.875,1,0,DEM,0
4008,PL 7213/2017,2126921,PMDB,2017-03-23,2017,0,1,0,0,0,0,1.171.875,1,0,DEM,0
4009,PL 7217/2017,2126935,PR,2017-03-23,2017,0,0,0,1,0,0,72.265.625,1,0,DEM,0
4010,PL 7232/2017,2127416,PT,2017-03-28,2017,0,1,0,0,0,0,111.328.125,1,0,DEM,0
4011,PL 7228/2017,2127374,PR,2017-03-28,2017,1,0,1,0,0,0,72.265.625,1,0,DEM,0
4012,PL 7236/2017,2127447,PMDB,2017-03-28,2017,1,0,0,0,1,0,1.171.875,1,0,DEM,0
4013,PL 7252/2017,2127612,PR,2017-03-29,2017,1,0,0,0,1,0,72.265.625,1,0,DEM,0
4014,PL 7250/2017,2127591,PR,2017-03-29,2017,0,0,0,1,0,0,72.265.625,1,0,DEM,0
4015,PL 7249/2017,2127589,PP,2017-03-29,2017,1,0,0,0,1,0,5.078.125,0,0,DEM,0
4016,PL 7244/2017,2127552,PSDB,2017-03-29,2017,0,1,0,1,0,0,91.796.875,0,1,DEM,0
4017,PL 7256/2017,2127632,REPUBLICANOS,2017-03-29,2017,0,0,0,1,0,0,4.296.875,1,0,DEM,0
4018,PL 7255/2017,2127627,SD,2017-03-29,2017,0,0,0,1,1,0,2.734.375,1,0,DEM,0
4019,PL 7240/2017,2127487,PSDB,2017-03-29,2017,0,0,1,1,0,0,91.796.875,0,1,DEM,0
4020,PL 7268/2017,2127801,PP,2017-03-30,2017,0,1,0,0,0,0,5.078.125,0,0,DEM,0
4021,PL 7266/2017,2127787,PT,2017-03-30,2017,0,0,0,1,0,0,111.328.125,1,0,DEM,0
4022,PL 7271/2017,2127843,PSD,2017-03-30,2017,0,1,0,0,0,0,7.421.875,1,0,DEM,0
4023,PL 7277/2017,2127889,PR,2017-03-30,2017,0,0,1,0,0,0,72.265.625,1,0,DEM,0
4024,PL 7272/2017,2127845,DEM,2017-03-30,2017,0,1,1,0,0,0,5.859.375,0,1,DEM,1
4025,PL 7278/2017,2127891,PR,2017-03-30,2017,1,1,0,0,1,0,72.265.625,1,0,DEM,0
4026,PL 7310/2017,2128307,PTB,2017-04-04,2017,0,1,0,0,0,0,1.220.703.125,0,0,DEM,0
4027,PL 7306/2017,2128289,PSDB,2017-04-04,2017,1,0,0,1,0,0,91.796.875,0,1,DEM,0
4028,PL 7305/2017,2128266,PMDB,2017-04-04,2017,0,0,0,1,0,0,1.171.875,1,0,DEM,0
4029,PL 7302/2017,2128216,PT,2017-04-04,2017,1,0,1,0,0,0,111.328.125,1,0,DEM,0
4030,PL 7286/2017,2128119,PSD,2017-04-04,2017,0,0,0,1,0,0,7.421.875,1,0,DEM,0
4031,PL 7298/2017,2128158,PSD,2017-04-04,2017,0,1,0,0,0,0,7.421.875,1,0,DEM,0
4032,PL 7297/2017,2128155,PMDB,2017-04-04,2017,0,0,1,0,0,0,1.171.875,1,0,DEM,0
4033,PL 7296/2017,2128154,PMDB,2017-04-04,2017,0,0,1,0,0,0,1.171.875,1,0,DEM,0
4034,PL 7295/2017,2128146,PR,2017-04-04,2017,1,1,0,0,1,0,72.265.625,1,0,DEM,0
4035,PL 7300/2017,2128185,PCDOB,2017-04-04,2017,0,1,1,0,0,0,234.375,1,0,DEM,0
4036,PL 7287/2017,2128121,PSD,2017-04-04,2017,0,1,1,0,0,0,7.421.875,1,0,DEM,0
4037,PL 7281/2017,2128029,PR,2017-04-04,2017,0,0,0,1,0,0,72.265.625,1,0,DEM,0
4038,PL 7324/2017,2128591,PR,2017-04-05,2017,0,0,0,1,1,0,72.265.625,1,0,DEM,0
4039,PL 7325/2017,2128607,PT,2017-04-05,2017,0,0,0,1,0,0,111.328.125,1,0,DEM,0
4040,PL 7354/2017,2128847,PSB,2017-04-06,2017,0,1,1,0,0,1,625,1,0,DEM,0
4041,PL 7352/2017,2128842,DEM,2017-04-06,2017,0,0,1,0,0,1,5.859.375,0,1,DEM,1
4042,PL 7340/2017,2128789,DEM,2017-04-06,2017,0,1,0,0,0,0,5.859.375,0,1,DEM,1
4043,PL 7339/2017,2128788,DEM,2017-04-06,2017,0,1,0,0,0,0,5.859.375,0,1,DEM,1
4044,PL 7337/2017,2128760,DEM,2017-04-06,2017,1,1,0,1,1,0,5.859.375,0,1,DEM,1
4045,PL 7336/2017,2128738,PR,2017-04-06,2017,0,1,0,0,0,0,72.265.625,1,0,DEM,0
4046,PL 7378/2017,2129039,SD,2017-04-10,2017,0,1,0,0,0,0,2.734.375,1,0,DEM,0
4047,PL 7374/2017,2129023,SD,2017-04-10,2017,1,0,1,0,1,0,2.734.375,1,0,DEM,0
4048,PL 7370/2017,2129010,PMDB,2017-04-10,2017,0,1,0,0,0,0,1.171.875,1,0,DEM,0
4049,PL 7373/2017,2129014,PMDB,2017-04-10,2017,0,0,1,0,0,0,1.171.875,1,0,DEM,0
4050,PL 7367/2017,2128958,SD,2017-04-10,2017,0,0,1,0,0,0,2.734.375,1,0,DEM,0
4051,PL 7366/2017,2128957,SD,2017-04-10,2017,0,1,0,0,0,0,2.734.375,1,0,DEM,0
4052,PL 7358/2017,2128946,SD,2017-04-10,2017,0,1,0,0,0,0,2.734.375,1,0,DEM,0
4053,PL 7363/2017,2128953,SD,2017-04-10,2017,0,0,1,0,0,0,2.734.375,1,0,DEM,0
4054,PL 7360/2017,2128948,SD,2017-04-10,2017,0,0,1,0,0,0,2.734.375,1,0,DEM,0
4055,PL 7361/2017,2128950,SD,2017-04-10,2017,0,1,0,0,0,0,2.734.375,1,0,DEM,0
4056,PL 7359/2017,2128947,SD,2017-04-10,2017,0,0,1,0,0,0,2.734.375,1,0,DEM,0
4057,PL 7357/2017,2128945,SD,2017-04-10,2017,0,0,1,0,0,0,2.734.375,1,0,DEM,0
4058,PL 7356/2017,2128944,SD,2017-04-10,2017,0,0,1,0,0,0,2.734.375,1,0,DEM,0
4059,PL 7355/2017,2128943,SD,2017-04-10,2017,1,0,1,0,0,0,2.734.375,1,0,DEM,0
4060,PL 7365/2017,2128956,SD,2017-04-10,2017,0,0,1,0,0,0,2.734.375,1,0,DEM,0
4061,PL 7397/2017,2129247,REPUBLICANOS,2017-04-11,2017,0,0,1,1,0,0,4.296.875,1,0,DEM,0
4062,PL 7394/2017,2129215,PDT,2017-04-11,2017,1,1,0,0,1,0,41.015.625,1,0,DEM,0
4063,PL 7382/2017,2129070,PSDB,2017-04-11,2017,0,1,0,0,0,0,91.796.875,0,1,DEM,0
4064,PL 7390/2017,2129183,PSDB,2017-04-11,2017,0,1,0,0,0,0,91.796.875,0,1,DEM,0
4065,PL 7391/2017,2129185,PDT,2017-04-11,2017,0,1,0,1,0,0,41.015.625,1,0,DEM,0
4066,PL 7389/2017,2129182,PSDB,2017-04-11,2017,0,1,0,0,0,0,91.796.875,0,1,DEM,0
4067,PL 7379/2017,2129052,PTB,2017-04-11,2017,0,0,0,1,0,0,1.220.703.125,0,0,DEM,0
4068,PL 7406/2017,2129320,DEM,2017-04-12,2017,1,0,0,0,0,0,5.859.375,0,1,DEM,1
4069,PL 7402/2017,2129300,PCDOB,2017-04-12,2017,1,0,1,0,1,0,234.375,1,0,DEM,0
4070,PL 7400/2017,2129287,PSC,2017-04-12,2017,1,0,0,0,0,0,21.484.375,1,0,DEM,0
4071,PL 7404/2017,2129308,REPUBLICANOS,2017-04-12,2017,1,0,1,0,0,0,4.296.875,1,0,DEM,0
4072,PL 7414/2017,2129504,PSD,2017-04-18,2017,0,0,1,1,0,0,7.421.875,1,0,DEM,0
4073,PL 7421/2017,2129715,PSB,2017-04-18,2017,0,1,0,0,0,0,625,1,0,DEM,0
4074,PL 7426/2017,2129736,PSD,2017-04-18,2017,1,0,1,0,0,0,7.421.875,1,0,DEM,0
4075,PL 7430/2017,2129762,SD,2017-04-18,2017,1,0,1,0,1,0,2.734.375,1,0,DEM,0
4076,PL 7429/2017,2129760,SD,2017-04-18,2017,0,1,0,0,0,0,2.734.375,1,0,DEM,0
4077,PL 7435/2017,2129820,PMDB,2017-04-18,2017,0,1,1,0,0,1,1.171.875,1,0,DEM,0
4078,PL 7452/2017,2130156,PMDB,2017-04-19,2017,0,1,0,0,0,0,1.171.875,1,0,DEM,0
4079,PL 7450/2017,2130154,PMDB,2017-04-19,2017,0,1,0,0,0,0,1.171.875,1,0,DEM,0
4080,PL 7451/2017,2130155,PMDB,2017-04-19,2017,0,1,0,0,0,0,1.171.875,1,0,DEM,0
4081,PL 7447/2017,2130114,PCDOB,2017-04-19,2017,1,0,0,0,0,0,234.375,1,0,DEM,0
4082,PL 7436/2017,2129920,PMDB,2017-04-19,2017,0,0,1,0,0,0,1.171.875,1,0,DEM,0
4083,PL 7448/2017,2130119,PSDB,2017-04-19,2017,1,0,1,0,0,1,91.796.875,0,1,DEM,0
4084,PL 7449/2017,2130153,PMDB,2017-04-19,2017,0,1,0,0,0,0,1.171.875,1,0,DEM,0
4085,PL 7441/2017,2130006,PSDB,2017-04-19,2017,1,0,1,0,1,0,91.796.875,0,1,DEM,0
4086,PL 7439/2017,2129989,PT,2017-04-19,2017,1,0,0,0,1,0,111.328.125,1,0,DEM,0
4087,PL 7456/2017,2130392,PP,2017-04-20,2017,0,1,0,0,0,0,5.078.125,0,0,DEM,0
4088,PL 7458/2017,2130424,PR,2017-04-20,2017,1,0,0,0,1,0,72.265.625,1,0,DEM,0
4089,PL 7455/2017,2130357,PTB,2017-04-20,2017,0,1,0,0,0,0,1.220.703.125,0,0,DEM,0
4090,PL 7460/2017,2130553,PV,2017-04-24,2017,1,0,1,0,1,0,1.171.875,0,0,DEM,0
4091,PL 7469/2017,2130659,PP,2017-04-24,2017,0,0,0,1,0,0,5.078.125,0,0,DEM,0
4092,PL 7477/2017,2130736,PMDB,2017-04-24,2017,0,0,0,1,0,0,1.171.875,1,0,DEM,0
4093,PL 7476/2017,2130734,PMDB,2017-04-24,2017,1,0,0,0,0,0,1.171.875,1,0,DEM,0
4094,PL 7484/2017,2131059,PSB,2017-04-25,2017,0,1,0,0,0,0,625,1,0,DEM,0
